tyre_id,brand,model,tyre_size,width_mm,aspect_ratio,rim_inch,season_type,tyre_segment,vehicle_type,vehicle_weight_kg,drive_type,wheel_position,country,region,city,latitude,longitude,climate_zone,road_type,measurement_date,season_of_year,mileage_km,td_initial_mm,td_current_mm,td_inner_mm,td_center_mm,td_outer_mm,wear_mm,wear_rate_mm_10000km,predicted_life_km,remaining_life_km,fuel_efficiency_class,wet_grip_class,noise_db,rolling_resistance,price_eur,cost_per_1000km,risk_class,cluster_id,risk_binary
TYR00072,Pirelli,PIR-Grip-826,225/45 R17,225,45,17,all-season,premium,family,1635.0,rwd,rear_right,Portugal,Southern Europe,Lisbon,38.85191,-9.1102,mediterranean,mountain,2020-05-12,spring,16631.0,8.22,6.93,6.45,6.9,6.87,1.290000000000001,0.7756599122121345,85346.68217054258,68715.68217054258,A,C,72.7,7.51,274.76,3.2193401431934445,low,0,0
TYR00073,Bridgestone,BRI-Grip-610,255/40 R19,255,40,19,summer,mid-range,fleet,1801.0,rwd,front_left,Italy,Southern Europe,Milan,45.53184,9.06395,mediterranean,highway,2020-04-09,spring,26606.0,7.76,6.08,5.59,6.09,6.01,1.6799999999999997,0.6314365180786288,97555.33333333336,70949.33333333336,B,A,73.4,5.54,281.89,2.8895396117075425,low,0,0
TYR00074,Bridgestone,BRI-Sport-864,235/45 R18,235,45,18,winter,mid-range,ev,1993.0,fwd,rear_right,Germany,Western Europe,Berlin,52.55232,13.45024,continental,rural,2020-08-15,summer,34413.0,8.16,5.82,5.55,5.6,5.77,2.34,0.6799755906198238,96474.05128205131,62061.0512820513,B,D,72.5,6.86,279.85,2.900780015776794,low,0,0
TYR00075,Continental,CON-Sport-775,225/45 R17,225,45,17,winter,premium,suv,1919.0,awd,rear_left,Italy,Southern Europe,Milan,45.37822,9.26012,mediterranean,urban,2022-03-04,spring,17354.0,7.84,7.05,6.91,7.08,6.8,0.79,0.4552264607583266,137074.63291139237,119720.63291139239,C,D,70.7,5.83,295.87,2.1584591818039445,low,0,0
TYR00076,Goodyear,GOO-Grip-814,235/45 R18,235,45,18,all-season,premium,ev,2092.0,rwd,rear_left,Norway,Northern Europe,Oslo,59.90517,10.73197,cold,rural,2025-02-03,winter,77567.0,7.93,1.1,1.0,1.02,1.0,6.83,0.8805290909794113,77567.0,0.0,B,E,74.5,6.17,317.72,4.09607178310364,critical,3,1
TYR00077,Yokohama,YOK-Grip-607,205/55 R16,205,55,16,winter,mid-range,city,1287.0,rwd,rear_right,France,Western Europe,Lyon,45.87029,4.93535,temperate,mountain,2023-05-01,spring,21359.0,8.16,6.22,6.14,6.08,6.08,1.9400000000000004,0.9082822229505129,72224.24742268039,50865.24742268039,E,D,72.1,3.67,210.63,2.9163336070132093,low,0,0
TYR00078,Goodyear,GOO-Grip-519,255/40 R19,255,40,19,all-season,premium,suv,2014.0,fwd,rear_right,Portugal,Southern Europe,Lisbon,38.72983,-9.0394,mediterranean,urban,2024-11-24,autumn,25527.0,8.13,6.67,6.41,6.77,6.22,1.4600000000000009,0.5719434324440792,114172.13013698625,88645.13013698625,D,A,70.9,4.43,302.11,2.6460923487853103,low,0,0
TYR00079,Continental,CON-Drive-424,235/45 R18,235,45,18,winter,premium,suv,1648.0,awd,rear_right,Italy,Southern Europe,Milan,45.42487,9.14355,mediterranean,urban,2022-09-07,autumn,19557.0,7.55,5.91,5.69,5.96,5.68,1.6399999999999997,0.8385744234800837,70953.75000000001,51396.750000000015,D,D,72.8,4.35,324.18,4.568891707626445,low,0,0
TYR00080,Michelin,MIC-Eco-554,255/40 R19,255,40,19,summer,premium,family,1544.0,awd,rear_left,Norway,Northern Europe,Oslo,59.89715,10.78344,cold,highway,2020-01-06,winter,20887.0,8.67,6.78,6.51,6.96,6.62,1.8899999999999997,0.9048690573083735,78132.85185185185,57245.851851851854,B,A,72.7,6.51,347.89,4.452544502786564,low,0,0
TYR00081,Bridgestone,BRI-Drive-679,195/65 R15,195,65,15,summer,mid-range,suv,1649.0,fwd,rear_left,Italy,Southern Europe,Milan,45.55387,9.13683,mediterranean,mixed,2023-03-16,spring,35036.0,8.79,6.71,6.45,6.73,6.7,2.079999999999999,0.5936750770635915,121110.01923076926,86074.01923076926,B,B,71.7,5.17,232.26,1.9177604088844198,low,0,0
TYR00082,Goodyear,GOO-Tour-570,205/55 R16,205,55,16,summer,premium,fleet,1705.0,rwd,front_right,Italy,Southern Europe,Milan,45.47146,9.33283,mediterranean,mountain,2025-07-16,summer,67862.0,8.72,4.62,4.38,4.61,4.56,4.1000000000000005,0.6041672806578057,117848.15609756096,49986.15609756096,A,B,76.5,7.45,283.01,2.401480085659629,low,0,0
TYR00083,Michelin,MIC-Drive-806,235/45 R18,235,45,18,winter,premium,fleet,1737.0,fwd,front_left,Germany,Western Europe,Berlin,52.50698,13.57268,continental,mountain,2022-11-16,autumn,40472.0,8.45,5.03,4.61,5.04,4.85,3.419999999999999,0.8450286617908674,81062.33918128657,40590.33918128657,E,B,73.1,2.48,320.33,3.951650090970344,low,0,0
TYR00084,BudgetRoad,BUD-Tour-122,225/45 R17,225,45,17,summer,budget,ev,2088.0,rwd,front_left,Germany,Western Europe,Berlin,52.43426,13.37671,continental,highway,2023-04-12,spring,27311.0,8.4,5.99,5.73,6.02,5.96,2.41,0.8824283255830985,77060.08298755187,49749.08298755187,C,C,72.5,5.49,183.0,2.3747703467898087,low,0,0
TYR00085,Bridgestone,BRI-Grip-735,195/65 R15,195,65,15,all-season,mid-range,city,1088.0,awd,rear_right,Sweden,Northern Europe,Stockholm,59.37315,18.14025,cold,mixed,2021-07-31,summer,19309.0,7.81,6.0,5.87,5.83,5.99,1.8099999999999996,0.9373867108602204,66248.00552486189,46939.005524861896,C,B,73.4,5.56,261.51,3.9474395935113726,low,0,0
TYR00086,Goodyear,GOO-Tour-434,195/65 R15,195,65,15,all-season,premium,city,980.0,rwd,rear_right,Germany,Western Europe,Berlin,52.56938,13.44943,continental,urban,2025-07-01,summer,22046.0,8.9,7.82,7.58,7.79,7.65,1.08,0.4898847863558015,149014.62962962964,126968.62962962964,B,A,70.4,6.42,267.91,1.7978771659257915,low,0,0
TYR00087,Goodyear,GOO-Tour-864,205/55 R16,205,55,16,summer,premium,fleet,1468.0,rwd,rear_left,Sweden,Northern Europe,Stockholm,59.26504,18.1127,cold,highway,2021-11-18,autumn,36523.0,8.89,5.21,5.09,5.23,5.19,3.6800000000000006,1.0075842619719084,72351.26902173912,35828.26902173912,D,E,70.7,4.39,281.77,3.8944721192842877,low,0,0
TYR00088,Continental,CON-Tour-649,235/45 R18,235,45,18,summer,premium,family,1234.0,fwd,rear_right,Netherlands,Western Europe,Amsterdam,52.31681,4.81102,oceanic,rural,2023-02-07,winter,12040.0,7.53,6.58,6.37,6.55,6.55,0.9500000000000002,0.7890365448504986,75154.94736842104,63114.947368421046,A,B,72.1,6.98,300.19,3.9942812883418406,low,0,0
TYR00089,BudgetRoad,BUD-Sport-674,225/45 R17,225,45,17,all-season,budget,suv,1507.0,awd,rear_right,Spain,Southern Europe,Madrid,40.36055,-3.71335,mediterranean,mixed,2020-03-19,spring,30401.0,8.62,7.12,6.99,6.94,7.06,1.4999999999999991,0.4934048222097954,142276.68000000005,111875.68000000007,C,B,74.2,5.43,190.68,1.3402055769083165,low,0,0
TYR00090,Pirelli,PIR-Tour-604,195/65 R15,195,65,15,all-season,premium,ev,1744.0,awd,rear_left,Netherlands,Western Europe,Amsterdam,52.45822,5.00526,oceanic,mountain,2020-04-22,spring,11960.0,8.29,7.54,7.38,7.56,7.5,0.7499999999999991,0.6270903010033437,106683.2000000001,94723.2000000001,A,E,73.4,7.02,297.14,2.7852557853532676,low,0,0
TYR00091,Continental,CON-Grip-524,205/55 R16,205,55,16,all-season,premium,family,1447.0,rwd,rear_right,Spain,Southern Europe,Madrid,40.35598,-3.65761,mediterranean,mixed,2025-01-21,winter,23175.0,7.65,6.3,6.26,6.25,6.22,1.3500000000000005,0.5825242718446604,103858.3333333333,80683.3333333333,B,C,73.6,5.7,317.11,3.0532937494985166,low,0,0
TYR00092,BudgetRoad,BUD-Tour-201,255/40 R19,255,40,19,winter,budget,suv,2087.0,fwd,rear_left,Spain,Southern Europe,Madrid,40.49471,-3.70314,mediterranean,highway,2023-12-22,winter,6073.0,7.29,6.83,6.47,6.84,6.83,0.45999999999999996,0.7574510126790712,75120.3695652174,69047.3695652174,B,A,71.0,6.99,196.32,2.6134056732716213,low,0,0
TYR00093,Hankook,HAN-Sport-121,195/65 R15,195,65,15,winter,mid-range,suv,1946.0,fwd,front_left,Netherlands,Western Europe,Amsterdam,52.24223,4.93518,oceanic,mountain,2020-01-11,winter,11177.0,8.06,6.91,6.71,6.87,6.71,1.1500000000000004,1.0288986311174737,62785.582608695644,51608.582608695644,C,C,73.3,5.33,216.56,3.449199497752323,low,0,0
TYR00094,Hankook,HAN-Grip-436,205/55 R16,205,55,16,summer,mid-range,fleet,1441.0,fwd,front_left,Portugal,Southern Europe,Lisbon,38.7583,-9.15749,mediterranean,rural,2021-04-28,spring,24556.0,8.88,6.35,6.84,7.1,6.96,2.530000000000001,1.0302980941521425,70659.16205533594,46103.162055335946,C,D,73.6,4.78,218.9,3.0979705056305495,low,0,0
TYR00095,Michelin,MIC-Eco-466,225/45 R17,225,45,17,summer,premium,family,1668.0,awd,rear_left,Italy,Southern Europe,Milan,45.3384,9.07944,mediterranean,highway,2020-03-26,spring,11115.0,8.16,7.38,7.18,7.33,7.34,0.7800000000000002,0.7017543859649125,93479.99999999997,82364.99999999997,C,A,72.3,5.89,305.74,3.2706461275139076,low,0,0
TYR00096,Hankook,HAN-Drive-896,195/65 R15,195,65,15,summer,mid-range,suv,1926.0,fwd,front_right,France,Western Europe,Lyon,45.75088,4.78922,temperate,mountain,2024-11-24,autumn,9492.0,8.83,7.91,7.72,7.93,7.6,0.9199999999999999,0.969237252423093,74594.7391304348,65102.7391304348,A,A,74.9,7.62,204.69,2.7440272918185737,low,0,0
TYR00097,Continental,CON-Eco-590,235/45 R18,235,45,18,all-season,premium,family,1609.0,awd,front_left,Netherlands,Western Europe,Amsterdam,52.32526,4.90996,oceanic,rural,2022-05-20,spring,19128.0,7.49,6.63,6.42,6.58,6.32,0.8600000000000003,0.449602676704308,131004.55813953484,111876.55813953484,B,E,72.1,6.54,323.51,2.4694560601122357,low,0,0
TYR00098,Yokohama,YOK-Sport-748,195/65 R15,195,65,15,winter,mid-range,ev,1929.0,fwd,front_left,Sweden,Northern Europe,Stockholm,59.26733,18.02244,cold,mixed,2025-10-27,autumn,19832.0,8.0,5.72,5.51,5.69,5.48,2.2800000000000002,1.1496571198063736,55668.77192982455,35836.77192982455,A,A,74.2,6.91,229.64,4.125113453005245,low,0,0
TYR00099,Hankook,HAN-Eco-973,235/45 R18,235,45,18,all-season,mid-range,fleet,1532.0,rwd,rear_right,Czechia,Eastern Europe,Prague,49.99093,14.35365,continental,rural,2025-10-15,autumn,18385.0,7.69,6.04,5.6,5.96,6.03,1.6500000000000004,0.897470764209954,67857.36363636362,49472.36363636362,B,D,72.6,6.15,227.57,3.3536522464902996,low,0,0
TYR00100,Pirelli,PIR-Drive-420,235/45 R18,235,45,18,winter,premium,family,1293.0,rwd,rear_left,Poland,Eastern Europe,Warsaw,52.23734,20.81729,continental,mountain,2023-06-22,summer,20531.0,8.0,5.54,5.13,5.43,5.51,2.46,1.1981881057912425,53413.9837398374,32882.9837398374,B,A,74.6,7.16,280.77,5.256488663484486,low,0,0
TYR00101,Hankook,HAN-Tour-931,205/55 R16,205,55,16,all-season,mid-range,ev,2246.0,fwd,front_left,Germany,Western Europe,Berlin,52.48456,13.40182,continental,urban,2020-01-17,winter,29841.0,7.36,4.23,4.01,4.08,4.18,3.13,1.0488924633892966,54915.06709265176,25074.06709265176,B,C,72.5,6.43,234.44,4.26913800550324,low,0,0
TYR00102,Michelin,MIC-Drive-988,255/40 R19,255,40,19,all-season,premium,fleet,1285.0,rwd,front_left,Italy,Southern Europe,Milan,45.53881,9.22872,mediterranean,mountain,2022-12-19,winter,32353.0,8.49,5.82,5.42,5.84,5.82,2.67,0.8252712267795876,83487.7041198502,51134.7041198502,D,E,74.2,4.29,338.27,4.051734366948201,low,0,0
TYR00103,Bridgestone,BRI-Sport-476,255/40 R19,255,40,19,winter,mid-range,suv,2002.0,fwd,front_right,Portugal,Southern Europe,Lisbon,38.72934,-9.12173,mediterranean,highway,2024-05-29,spring,16223.0,7.95,6.52,6.16,6.58,6.51,1.4300000000000006,0.8814645873143072,72039.19580419578,55816.195804195784,B,A,73.8,6.69,273.22,3.792657551905748,low,0,0
TYR00104,Bridgestone,BRI-Tour-447,255/40 R19,255,40,19,summer,mid-range,ev,1839.0,awd,front_left,Spain,Southern Europe,Madrid,40.47057,-3.66579,mediterranean,rural,2021-12-31,winter,38630.0,7.96,6.16,6.03,6.13,6.05,1.7999999999999998,0.4659590991457416,136492.6666666667,97862.6666666667,A,B,73.0,7.6,299.73,2.1959421507382566,low,0,0
TYR00105,Michelin,MIC-Eco-864,205/55 R16,205,55,16,summer,premium,fleet,1385.0,awd,rear_right,Netherlands,Western Europe,Amsterdam,52.32266,4.8548,oceanic,urban,2020-08-04,summer,35051.0,7.32,5.11,5.06,5.09,5.0,2.21,0.6305098285355625,90720.23529411765,55669.23529411765,C,E,74.2,5.61,287.25,3.166327766553152,low,0,0
TYR00106,Pirelli,PIR-Sport-710,235/45 R18,235,45,18,winter,premium,ev,2155.0,rwd,front_right,Poland,Eastern Europe,Warsaw,52.27313,21.09416,continental,mixed,2022-06-30,summer,48396.0,7.28,2.16,2.07,2.0,2.11,5.12,1.0579386726175717,53689.3125,5293.3125,C,C,71.2,5.59,303.86,5.65959938488689,high,2,1
TYR00107,Michelin,MIC-Drive-524,205/55 R16,205,55,16,summer,premium,fleet,1539.0,fwd,front_left,Spain,Southern Europe,Madrid,40.42859,-3.74139,mediterranean,mixed,2023-12-20,winter,10756.0,7.5,6.96,6.82,7.01,6.94,0.54,0.502045370026032,117519.25925925924,106763.25925925924,C,B,73.2,4.98,299.13,2.5453700260319825,low,0,0
TYR00108,Pirelli,PIR-Eco-325,255/40 R19,255,40,19,summer,premium,suv,1947.0,rwd,front_left,Germany,Western Europe,Berlin,52.42461,13.35835,continental,mixed,2025-08-26,summer,44015.0,7.91,4.04,3.82,3.95,3.87,3.87,0.8792457116891969,71766.05943152454,27751.059431524547,B,C,73.2,7.01,285.61,3.979736413875619,low,0,0
TYR00109,Michelin,MIC-Drive-279,195/65 R15,195,65,15,summer,premium,suv,1994.0,fwd,front_right,Sweden,Northern Europe,Stockholm,59.15487,18.03823,cold,mixed,2022-03-31,spring,16377.0,7.57,5.64,5.44,5.58,5.51,1.9300000000000006,1.1784820174635162,50658.388601036255,34281.388601036255,B,A,71.5,6.54,263.35,5.198546721926584,low,0,0
TYR00110,Yokohama,YOK-Eco-570,255/40 R19,255,40,19,all-season,mid-range,family,1372.0,awd,rear_left,Italy,Southern Europe,Milan,45.41296,9.16833,mediterranean,urban,2023-06-15,summer,26554.0,7.77,6.13,5.91,6.2,5.94,1.6399999999999997,0.6176093997137906,99901.3292682927,73347.3292682927,D,A,73.5,4.24,244.6,2.448415869854023,low,0,0
TYR00111,Hankook,HAN-Grip-920,255/40 R19,255,40,19,winter,mid-range,fleet,1633.0,rwd,rear_right,Spain,Southern Europe,Madrid,40.45589,-3.69015,mediterranean,mixed,2020-04-16,spring,20760.0,8.09,6.66,6.51,6.56,6.54,1.4299999999999997,0.6888246628131021,94218.46153846155,73458.46153846155,B,E,75.4,6.6,230.83,2.449944482544659,low,0,0
TYR00112,BudgetRoad,BUD-Tour-863,225/45 R17,225,45,17,summer,budget,ev,1791.0,fwd,front_right,Czechia,Eastern Europe,Prague,50.06818,14.39533,continental,mountain,2025-08-09,summer,28426.0,7.92,5.25,4.97,5.27,5.1,2.67,0.9392809399845211,67285.51310861424,38859.513108614236,B,A,74.1,6.68,191.45,2.845337594304376,low,0,0
TYR00113,Pirelli,PIR-Tour-844,225/45 R17,225,45,17,summer,premium,city,1486.0,awd,front_left,Netherlands,Western Europe,Amsterdam,52.38034,4.90185,oceanic,rural,2024-09-19,autumn,11821.0,7.23,6.49,6.21,6.39,6.21,0.7400000000000002,0.6260045681414433,89935.44594594593,78114.44594594593,A,C,75.5,7.5,269.145,2.992646527396603,low,0,0
TYR00114,Pirelli,PIR-Grip-891,195/65 R15,195,65,15,summer,premium,suv,1940.0,fwd,front_right,Italy,Southern Europe,Milan,45.43245,9.1991,mediterranean,rural,2020-09-18,autumn,27513.0,8.66,6.72,6.43,6.73,6.64,1.9400000000000004,0.7051212154254355,100124.62886597935,72611.62886597935,D,C,74.2,4.28,271.51,2.7117204135999997,low,0,0
TYR00115,BudgetRoad,BUD-Tour-915,255/40 R19,255,40,19,all-season,budget,ev,1742.0,awd,rear_left,Norway,Northern Europe,Oslo,59.81592,10.84492,cold,mixed,2020-09-10,autumn,39358.0,8.42,4.75,4.32,4.81,4.67,3.67,0.9324660805935261,73139.38964577657,33781.389645776566,B,B,74.5,5.99,208.15,2.8459356990548748,low,0,0
TYR00116,Michelin,MIC-Eco-760,225/45 R17,225,45,17,all-season,premium,city,1563.0,rwd,rear_right,Germany,Western Europe,Berlin,52.50432,13.37763,continental,mountain,2019-06-04,summer,18932.0,8.89,6.7,6.54,6.68,6.68,2.1900000000000004,1.156771603634059,63020.21917808218,44088.21917808218,A,D,74.1,7.49,319.01,5.0620261903333486,low,0,0
TYR00117,Yokohama,YOK-Drive-613,235/45 R18,235,45,18,all-season,mid-range,fleet,1406.0,awd,front_left,Spain,Southern Europe,Madrid,40.37936,-3.75415,mediterranean,mountain,2025-05-30,spring,25399.0,7.78,6.39,6.31,6.3,6.37,1.3900000000000006,0.5472656403795427,112925.05035971219,87526.05035971219,C,B,73.5,5.85,248.7,2.2023457081293247,low,0,0
TYR00118,Michelin,MIC-Drive-636,235/45 R18,235,45,18,summer,premium,suv,1972.0,awd,front_left,Italy,Southern Europe,Milan,45.42324,9.30207,mediterranean,rural,2020-12-07,winter,27049.0,7.72,6.05,5.5,6.07,5.77,1.67,0.6173980553809753,99125.67664670658,72076.67664670658,A,C,72.9,7.85,311.93,3.1468133237743077,low,0,0
TYR00119,Goodyear,GOO-Tour-167,225/45 R17,225,45,17,winter,premium,suv,1884.0,rwd,rear_right,Poland,Eastern Europe,Warsaw,52.23511,21.00996,continental,mixed,2025-09-14,autumn,39167.0,7.87,4.49,4.42,4.51,4.36,3.38,0.8629713789669874,72655.94378698224,33488.94378698225,A,C,72.2,7.52,286.38,3.941590805559265,low,0,0
TYR00120,Continental,CON-Grip-458,255/40 R19,255,40,19,all-season,premium,ev,2081.0,rwd,rear_left,Netherlands,Western Europe,Amsterdam,52.34103,5.12042,oceanic,rural,2020-09-07,autumn,27094.0,8.53,6.51,6.34,6.53,6.37,2.0199999999999996,0.7455525208533252,92951.198019802,65857.198019802,B,B,73.2,7.07,352.64,3.7938187727809036,low,0,0
TYR00121,Yokohama,YOK-Sport-195,205/55 R16,205,55,16,all-season,mid-range,city,1267.0,rwd,rear_right,Germany,Western Europe,Berlin,52.46049,13.36328,continental,mixed,2020-06-07,summer,21491.0,7.64,5.39,5.03,5.4,5.29,2.25,1.04694988599879,57691.39555555556,36200.39555555556,C,D,74.2,5.14,219.18,3.799180066443954,low,0,0
TYR00122,Hankook,HAN-Grip-179,195/65 R15,195,65,15,winter,mid-range,suv,1973.0,fwd,front_right,Sweden,Northern Europe,Stockholm,59.29943,18.23829,cold,mixed,2024-06-14,summer,17570.0,7.8,6.0,5.91,6.03,5.99,1.7999999999999998,1.0244735344336937,60518.8888888889,42948.8888888889,A,E,74.1,7.73,215.9,3.567481227165072,low,0,0
TYR00123,Continental,CON-Grip-951,255/40 R19,255,40,19,all-season,premium,fleet,1653.0,fwd,rear_left,Germany,Western Europe,Berlin,52.52113,13.38779,continental,rural,2020-06-20,summer,24322.0,7.83,5.6899999999999995,5.45,5.52,5.59,2.1400000000000006,0.8798618534659981,70806.57009345794,46484.57009345793,C,A,73.1,4.66,327.28,4.622169942252838,low,0,0
TYR00124,Goodyear,GOO-Drive-339,235/45 R18,235,45,18,summer,premium,ev,2002.0,rwd,front_right,Czechia,Eastern Europe,Prague,50.07661,14.4387,continental,mountain,2025-11-05,autumn,42069.0,8.75,4.55,4.35,4.61,4.39,4.2,0.9983598374099695,71617.46428571428,29548.46428571428,B,C,72.3,7.3,329.3,4.598040481945496,low,0,0
TYR00125,Pirelli,PIR-Drive-265,225/45 R17,225,45,17,winter,premium,family,1390.0,rwd,rear_right,Poland,Eastern Europe,Warsaw,52.35633,20.93832,continental,mountain,2022-02-28,winter,26937.0,8.68,6.32,6.24,6.49,6.27,2.3599999999999994,0.8761183502245978,80811.00000000003,53874.00000000002,D,B,71.8,4.02,288.06,3.564613728329063,low,0,0
TYR00126,Goodyear,GOO-Tour-560,225/45 R17,225,45,17,summer,premium,ev,1763.0,rwd,front_left,France,Western Europe,Lyon,45.75724,4.88971,temperate,rural,2020-05-25,spring,44724.0,8.24,4.31,4.21,4.18,4.19,3.9300000000000006,0.8787228333780522,75564.21374045801,30840.213740458006,B,C,72.0,7.02,301.26,3.9868078431245775,low,0,0
TYR00127,Goodyear,GOO-Grip-495,235/45 R18,235,45,18,summer,premium,family,1676.0,rwd,rear_left,Poland,Eastern Europe,Warsaw,52.19326,21.04551,continental,urban,2023-08-27,summer,42134.0,8.89,6.34,6.27,6.38,6.21,2.5500000000000007,0.6052119428490057,120453.67058823528,78319.67058823528,A,B,70.8,7.4,298.9,2.4814519851518213,low,0,0
TYR00128,Hankook,HAN-Drive-812,205/55 R16,205,55,16,summer,mid-range,suv,2031.0,fwd,rear_left,Spain,Southern Europe,Madrid,40.59899,-3.62612,mediterranean,highway,2020-07-17,summer,12799.0,8.18,7.73,7.42,7.82,7.68,0.4499999999999993,0.35158996796624686,187149.8222222225,174350.8222222225,A,D,74.1,7.66,225.47,1.2047566881056182,low,0,0
TYR00129,BudgetRoad,BUD-Sport-640,235/45 R18,235,45,18,all-season,budget,city,1030.0,fwd,front_left,Italy,Southern Europe,Milan,45.42474,9.34483,mediterranean,mixed,2021-06-02,summer,43559.0,8.67,5.02,4.92,4.98,4.88,3.6500000000000004,0.8379439381069355,84373.18630136986,40814.18630136985,D,C,74.0,4.3,150.74,1.7865865520543063,low,0,0
TYR00130,Continental,CON-Eco-213,225/45 R17,225,45,17,summer,premium,suv,1895.0,fwd,front_left,Sweden,Northern Europe,Stockholm,59.33024,17.87793,cold,highway,2023-09-16,autumn,47317.0,8.33,3.97,3.83,4.15,3.93,4.359999999999999,0.9214447238835936,73037.47935779816,25720.479357798165,C,C,74.5,6.07,302.39,4.140203121176224,medium,1,0
TYR00131,Michelin,MIC-Sport-526,255/40 R19,255,40,19,all-season,premium,family,1123.0,awd,front_right,Norway,Northern Europe,Oslo,59.89869,10.58782,cold,mixed,2023-10-25,autumn,16016.0,7.46,6.31,6.06,6.53,6.18,1.1500000000000004,0.7180319680319683,81611.96521739126,65595.96521739126,A,B,75.1,7.88,348.83,4.274250706631254,low,0,0
TYR00132,Continental,CON-Tour-359,255/40 R19,255,40,19,winter,premium,city,1197.0,awd,front_left,Italy,Southern Europe,Milan,45.58991,9.3156,mediterranean,mountain,2024-04-09,spring,49886.0,8.21,4.21,4.01,4.12,3.87,4.000000000000001,0.80182816822355,82436.61499999999,32550.614999999987,A,B,75.0,7.65,327.01,3.9668052842781094,low,0,0
TYR00133,Hankook,HAN-Tour-933,195/65 R15,195,65,15,winter,mid-range,family,1440.0,awd,front_left,Portugal,Southern Europe,Lisbon,38.66638,-9.13589,mediterranean,rural,2022-09-23,autumn,42748.0,7.31,3.79,3.54,3.78,3.53,3.5199999999999996,0.8234303359221483,69344.05681818182,26596.05681818182,A,B,74.1,6.4,205.87,2.968819671738926,medium,1,0
TYR00134,BudgetRoad,BUD-Grip-142,235/45 R18,235,45,18,all-season,budget,family,1453.0,fwd,front_left,Italy,Southern Europe,Milan,45.37141,9.15465,mediterranean,mountain,2019-06-01,summer,35493.0,8.2,4.09,3.72,3.94,3.98,4.109999999999999,1.1579748119347475,56996.05839416059,21503.058394160584,B,A,72.6,6.64,163.97,2.876865604741524,low,0,0
TYR00135,Bridgestone,BRI-Eco-986,255/40 R19,255,40,19,winter,mid-range,fleet,1836.0,rwd,rear_left,Netherlands,Western Europe,Amsterdam,52.49365,4.76788,oceanic,urban,2021-02-21,winter,29558.0,8.26,6.13,5.95,6.15,6.07,2.13,0.7206170918194735,92420.78873239437,62862.788732394365,B,D,72.0,6.26,258.16,2.7933109372990286,low,0,0
TYR00136,Bridgestone,BRI-Drive-476,195/65 R15,195,65,15,winter,mid-range,ev,1801.0,rwd,rear_right,Netherlands,Western Europe,Amsterdam,52.51336,4.78232,oceanic,mountain,2022-10-20,autumn,34443.0,8.43,5.34,5.05,5.35,5.16,3.09,0.8971343959585402,76131.29126213593,41688.29126213592,E,B,73.5,3.24,283.62,3.7254064038325203,low,0,0
